Model,Scenario,Region,Variable,Unit,2000,2005,2010,2015,2020,2025,2030,2035,2040,2045,2050,2055,2060,2065,2070,2075,2080,2085,2090,2095
OECD Env-Growth,SSP4_v9_130325,SVN,GDP|PPP per capita,Annual Average Growth [%],3.443,1.509,1.137,1.934,1.958,2.062,2.022,1.799,1.593,1.464,1.407,1.442,1.453,1.391,1.285,1.219,1.212,1.221,1.229,1.218
OECD Env-Growth,SSP5_v9_130325,SVN,GDP|PPP per capita,Annual Average Growth [%],3.443,1.509,1.135,1.965,2.161,2.353,2.356,2.136,1.911,1.792,1.773,1.817,1.862,1.855,1.83,1.786,1.777,1.781,1.799,1.809
IIASA GDP,SSP1_v9_130219,SWE,GDP|PPP per capita,Annual Average Growth [%],,,2.59,2.736,3.197,2.777,2.24,1.775,1.425,1.205,1.113,1.107,1.123,1.106,1.068,1.038,1.067,1.093,1.093,1.087
IIASA GDP,SSP2_v9_130219,SWE,GDP|PPP per capita,Annual Average Growth [%],,,2.634,2.759,3.162,2.684,2.112,1.637,1.29,1.078,0.991,0.982,0.998,0.972,0.924,0.891,0.886,0.896,0.901,0.912
IIASA GDP,SSP3_v9_130219,SWE,GDP|PPP per capita,Annual Average Growth [%],,,0.943,0.132,0.473,0.687,0.767,0.833,0.866,0.897,0.941,0.991,1.029,1.04,1.032,1.015,1.003,0.995,0.998,1.008
IIASA GDP,SSP4_v9_130219,SWE,GDP|PPP per capita,Annual Average Growth [%],,,2.743,2.927,3.331,2.767,2.102,1.625,1.328,1.165,1.091,1.073,1.077,1.06,1.029,1.001,0.976,0.955,0.932,0.94
IIASA GDP,SSP5_v9_130219,SWE,GDP|PPP per capita,Annual Average Growth [%],,,2.544,2.743,3.293,3.005,2.565,2.112,1.736,1.481,1.375,1.367,1.398,1.376,1.318,1.271,1.287,1.314,1.324,1.321
OECD Env-Growth,SSP1_v9_130325,SWE,GDP|PPP per capita,Annual Average Growth [%],2.26,0.64,1.984,1.66,1.465,1.478,1.493,1.435,1.306,1.105,0.906,0.907,1.077,1.086,1.042,1.01,1.005,1.033,1.088,1.125
OECD Env-Growth,SSP2_v9_130325,SWE,GDP|PPP per capita,Annual Average Growth [%],2.26,0.64,1.984,1.647,1.366,1.273,1.259,1.299,1.269,1.146,1.004,1.037,1.228,1.236,1.175,1.126,1.082,1.082,1.13,1.189
OECD Env-Growth,SSP3_v9_130325,SWE,GDP|PPP per capita,Annual Average Growth [%],2.26,0.64,1.986,1.669,1.388,1.188,1.039,0.992,0.905,0.752,0.59,0.625,0.837,0.791,0.673,0.619,0.579,0.603,0.678,0.706
OECD Env-Growth,SSP4_v9_130325,SWE,GDP|PPP per capita,Annual Average Growth [%],2.26,0.64,1.985,1.7,1.624,1.687,1.684,1.62,1.505,1.332,1.147,1.155,1.321,1.276,1.171,1.132,1.104,1.126,1.191,1.239
OECD Env-Growth,SSP5_v9_130325,SWE,GDP|PPP per capita,Annual Average Growth [%],2.26,0.64,1.986,1.643,1.615,1.815,1.938,1.881,1.761,1.572,1.415,1.455,1.657,1.729,1.734,1.69,1.673,1.691,1.74,1.789
IIASA GDP,SSP1_v9_130219,SWZ,GDP|PPP per capita,Annual Average Growth [%],,,-1.068,2.329,3.75,4.73,4.634,4.187,3.685,3.282,2.938,2.638,2.363,2.114,1.879,1.682,1.528,1.416,1.42,1.576
IIASA GDP,SSP2_v9_130219,SWZ,GDP|PPP per capita,Annual Average Growth [%],,,-1.171,1.775,2.453,3.23,3.569,3.487,3.287,3.079,2.883,2.699,2.506,2.3,2.112,1.921,1.741,1.598,1.477,1.373
IIASA GDP,SSP3_v9_130219,SWZ,GDP|PPP per capita,Annual Average Growth [%],,,-1.608,0.361,0.608,1.127,1.457,1.356,1.121,0.872,0.757,0.857,1.057,1.139,1.178,1.2,1.183,1.19,1.154,1.131
IIASA GDP,SSP4_v9_130219,SWZ,GDP|PPP per capita,Annual Average Growth [%],,,-1.665,0.351,0.645,1.237,1.677,1.748,1.677,1.547,1.511,1.666,1.879,1.936,1.924,1.89,1.822,1.779,1.693,1.621
IIASA GDP,SSP5_v9_130219,SWZ,GDP|PPP per capita,Annual Average Growth [%],,,-1.037,2.52,4.158,5.323,5.35,4.95,4.431,3.97,3.561,3.202,2.871,2.572,2.32,2.358,2.554,2.774,2.906,2.954
OECD Env-Growth,SSP1_v9_130325,SWZ,GDP|PPP per capita,Annual Average Growth [%],1.338,1.032,-1.781,0.733,3.035,4.185,4.835,5.004,4.884,4.565,4.182,3.841,3.561,3.265,2.962,2.706,2.457,2.257,2.098,1.928
OECD Env-Growth,SSP2_v9_130325,SWZ,GDP|PPP per capita,Annual Average Growth [%],1.338,1.032,-1.781,0.477,2.252,2.879,3.272,3.546,3.657,3.615,3.507,3.41,3.345,3.24,3.107,2.969,2.812,2.678,2.577,2.455
OECD Env-Growth,SSP3_v9_130325,SWZ,GDP|PPP per capita,Annual Average Growth [%],1.338,1.032,-1.787,-0.008,1.199,1.497,1.642,1.788,1.805,1.76,1.723,1.763,1.833,1.827,1.794,1.726,1.672,1.673,1.656,1.623
OECD Env-Growth,SSP4_v9_130325,SWZ,GDP|PPP per capita,Annual Average Growth [%],1.338,1.032,-1.778,-0.211,0.865,1.297,1.328,1.456,1.452,1.402,1.362,1.416,1.488,1.468,1.449,1.397,1.35,1.373,1.374,1.387
OECD Env-Growth,SSP5_v9_130325,SWZ,GDP|PPP per capita,Annual Average Growth [%],1.338,1.032,-1.783,0.796,3.499,5.1,5.976,6.02,5.75,5.318,4.841,4.447,4.136,3.81,3.485,3.233,2.973,2.794,2.626,2.479
IIASA GDP,SSP1_v9_130219,SYR,GDP|PPP per capita,Annual Average Growth [%],,,2.466,4.031,3.819,3.426,3.05,2.807,2.568,2.414,2.254,2.526,2.608,2.471,2.108,1.751,1.461,1.332,1.38,1.527
IIASA GDP,SSP2_v9_130219,SYR,GDP|PPP per capita,Annual Average Growth [%],,,1.934,3.048,2.725,2.451,2.274,2.179,2.079,1.977,1.911,1.912,1.946,1.968,1.977,2.331,2.428,2.252,1.867,1.512
IIASA GDP,SSP3_v9_130219,SYR,GDP|PPP per capita,Annual Average Growth [%],,,1.51,1.963,1.277,0.892,0.749,0.6,0.413,0.2,0.121,0.208,0.388,0.551,0.66,0.716,0.696,0.665,0.651,0.675
IIASA GDP,SSP4_v9_130219,SYR,GDP|PPP per capita,Annual Average Growth [%],,,1.394,1.959,1.349,1.074,1.01,0.965,0.862,0.717,0.686,0.816,1.014,1.171,1.251,1.27,1.221,1.173,1.148,1.159
IIASA GDP,SSP5_v9_130219,SYR,GDP|PPP per capita,Annual Average Growth [%],,,2.494,4.217,4.214,3.994,3.716,3.507,3.255,3.064,2.854,3.085,3.112,2.916,2.596,2.529,2.614,2.735,2.753,2.712
OECD Env-Growth,SSP1_v9_130325,SYR,GDP|PPP per capita,Annual Average Growth [%],1.936,2.816,0.729,6.728,5.014,5.3,5.226,4.864,4.463,4.032,3.564,3.106,2.708,2.365,2.174,2.096,1.965,1.887,1.829,1.81
OECD Env-Growth,SSP2_v9_130325,SYR,GDP|PPP per capita,Annual Average Growth [%],1.936,2.816,0.729,6.573,4.316,4.107,3.791,3.626,3.494,3.322,3.094,2.871,2.689,2.538,2.472,2.428,2.317,2.214,2.127,2.055
OECD Env-Growth,SSP3_v9_130325,SYR,GDP|PPP per capita,Annual Average Growth [%],1.936,2.816,0.729,6.283,3.544,2.937,2.447,2.251,2.096,1.894,1.681,1.494,1.397,1.354,1.369,1.341,1.244,1.17,1.135,1.145
OECD Env-Growth,SSP4_v9_130325,SYR,GDP|PPP per capita,Annual Average Growth [%],1.936,2.816,0.73,6.228,3.311,2.713,2.072,1.851,1.692,1.502,1.311,1.147,1.064,1.036,1.065,1.051,0.975,0.925,0.921,0.965
OECD Env-Growth,SSP5_v9_130325,SYR,GDP|PPP per capita,Annual Average Growth [%],1.936,2.816,0.729,6.817,5.513,6.213,6.287,5.769,5.232,4.704,4.174,3.681,3.263,2.908,2.712,2.637,2.512,2.441,2.388,2.374
IIASA GDP,SSP1_v9_130219,TCD,GDP|PPP per capita,Annual Average Growth [%],,,6.293,1.854,2.343,2.625,3.114,3.575,3.862,4.01,4.01,3.921,3.752,3.548,3.482,3.374,3.185,2.907,2.614,2.337
IIASA GDP,SSP2_v9_130219,TCD,GDP|PPP per capita,Annual Average Growth [%],,,5.041,0.511,0.972,1.346,1.778,2.138,2.354,2.528,2.69,2.846,2.946,2.977,2.98,2.977,2.945,2.914,2.867,2.786
IIASA GDP,SSP3_v9_130219,TCD,GDP|PPP per capita,Annual Average Growth [%],,,4.436,-0.386,-0.266,-0.151,0.074,0.209,0.24,0.245,0.308,0.372,0.422,0.444,0.447,0.436,0.437,0.454,0.483,0.5
IIASA GDP,SSP4_v9_130219,TCD,GDP|PPP per capita,Annual Average Growth [%],,,4.36,-0.335,-0.027,0.331,0.746,1.051,1.2,1.294,1.411,1.499,1.533,1.526,1.496,1.456,1.433,1.429,1.436,1.432
IIASA GDP,SSP5_v9_130219,TCD,GDP|PPP per capita,Annual Average Growth [%],,,6.325,2.074,2.829,3.36,4.035,4.617,4.956,5.099,5.048,4.887,4.623,4.319,4.163,3.962,3.681,3.319,3.049,3.014
OECD Env-Growth,SSP1_v9_130325,TCD,GDP|PPP per capita,Annual Average Growth [%],12.857,-0.542,1.313,1.754,4.499,6.011,6.659,6.831,6.613,6.278,5.853,5.389,4.906,4.441,4.012,3.639,3.301,3.001,2.75,2.515
OECD Env-Growth,SSP2_v9_130325,TCD,GDP|PPP per capita,Annual Average Growth [%],12.857,-0.542,1.314,1.139,2.96,3.839,4.224,4.667,4.833,4.91,4.87,4.794,4.679,4.519,4.313,4.108,3.88,3.676,3.493,3.316
OECD Env-Growth,SSP3_v9_130325,TCD,GDP|PPP per capita,Annual Average Growth [%],12.857,-0.542,1.313,0.949,2.114,2.457,2.455,2.646,2.671,2.656,2.627,2.561,2.484,2.388,2.275,2.142,2.023,1.914,1.821,1.73
OECD Env-Growth,SSP4_v9_130325,TCD,GDP|PPP per capita,Annual Average Growth [%],12.857,-0.542,1.314,0.936,2.054,2.349,2.177,2.309,2.305,2.273,2.241,2.178,2.105,2.019,1.921,1.806,1.712,1.631,1.572,1.518
OECD Env-Growth,SSP5_v9_130325,TCD,GDP|PPP per capita,Annual Average Growth [%],12.857,-0.542,1.313,1.822,5.019,7.035,7.876,7.867,7.473,7.007,6.491,5.969,5.449,4.965,4.526,4.157,3.823,3.529,3.284,3.057
IIASA GDP,SSP1_v9_130219,TGO,GDP|PPP per capita,Annual Average Growth [%],,,-0.302,0.831,1.115,1.869,2.889,4.136,4.768,4.893,4.666,4.489,4.381,4.33,4.276,4.224,4.07,3.827,3.529,3.189
IIASA GDP,SSP2_v9_130219,TGO,GDP|PPP per capita,Annual Average Growth [%],,,-2.294,-0.918,-0.331,0.852,1.729,2.796,3.266,3.287,3.074,2.94,2.914,2.966,3.076,3.2,3.311,3.416,3.51,3.571
IIASA GDP,SSP3_v9_130219,TGO,GDP|PPP per capita,Annual Average Growth [%],,,-2.693,-1.672,-1.443,-0.637,-0.069,0.224,0.826,1.074,1.161,1.103,1.069,1.054,1.023,0.989,0.972,0.979,0.997,1.056
IIASA GDP,SSP4_v9_130219,TGO,GDP|PPP per capita,Annual Average Growth [%],,,-2.726,-1.555,-1.096,-0.183,0.625,1.216,1.651,1.903,2.078,2.166,2.195,2.215,2.217,2.213,2.214,2.211,2.202,2.22
IIASA GDP,SSP5_v9_130219,TGO,GDP|PPP per capita,Annual Average Growth [%],,,-0.276,1.068,1.653,2.697,3.921,5.294,5.98,6.105,5.84,5.606,5.418,5.265,5.093,4.919,4.646,4.294,3.901,3.483
OECD Env-Growth,SSP1_v9_130325,TGO,GDP|PPP per capita,Annual Average Growth [%],-1.294,0.915,2.929,4.021,5.218,6.198,6.812,7.034,6.981,6.727,6.341,5.893,5.407,4.928,4.474,4.093,3.72,3.401,3.128,2.874
OECD Env-Growth,SSP2_v9_130325,TGO,GDP|PPP per capita,Annual Average Growth [%],-1.294,0.915,2.928,3.797,3.998,3.934,3.837,4.187,4.501,4.702,4.833,4.894,4.888,4.83,4.728,4.588,4.399,4.189,3.982,3.769
OECD Env-Growth,SSP3_v9_130325,TGO,GDP|PPP per capita,Annual Average Growth [%],-1.294,0.915,2.93,3.653,3.215,2.555,2.058,2.185,2.308,2.332,2.364,2.376,2.379,2.38,2.338,2.254,2.151,2.051,1.964,1.915
OECD Env-Growth,SSP4_v9_130325,TGO,GDP|PPP per capita,Annual Average Growth [%],-1.294,0.915,2.93,3.627,3.093,2.27,1.502,1.528,1.58,1.559,1.559,1.559,1.557,1.562,1.539,1.481,1.416,1.365,1.331,1.346
OECD Env-Growth,SSP5_v9_130325,TGO,GDP|PPP per capita,Annual Average Growth [%],-1.294,0.915,2.929,4.117,5.904,7.491,8.309,8.258,7.96,7.512,6.986,6.447,5.907,5.399,4.932,4.548,4.183,3.872,3.61,3.365
IIASA GDP,SSP1_v9_130219,THA,GDP|PPP per capita,Annual Average Growth [%],,,4.066,2.835,2.909,2.917,2.783,2.907,3.404,3.4,2.857,2.064,1.658,1.576,1.653,1.729,1.768,1.764,1.726,1.668
IIASA GDP,SSP2_v9_130219,THA,GDP|PPP per capita,Annual Average Growth [%],,,3.976,2.463,2.409,2.413,2.447,2.718,2.754,2.929,2.732,2.33,1.85,1.541,1.46,1.495,1.552,1.579,1.576,1.555
IIASA GDP,SSP3_v9_130219,THA,GDP|PPP per capita,Annual Average Growth [%],,,3.845,1.984,1.616,1.496,1.585,1.948,2.066,1.852,1.472,1.194,1.086,1.031,1.012,0.984,0.935,0.908,0.914,0.935
IIASA GDP,SSP4_v9_130219,THA,GDP|PPP per capita,Annual Average Growth [%],,,3.767,1.92,1.579,1.49,1.541,1.906,2.046,1.851,1.447,1.11,0.927,0.832,0.81,0.825,0.834,0.825,0.818,0.809
IIASA GDP,SSP5_v9_130219,THA,GDP|PPP per capita,Annual Average Growth [%],,,4.083,2.974,3.214,3.375,3.312,3.436,3.877,3.803,3.207,2.708,2.517,2.508,2.511,2.496,2.452,2.382,2.293,2.193
OECD Env-Growth,SSP1_v9_130325,THA,GDP|PPP per capita,Annual Average Growth [%],3.96,2.826,3.599,4.74,5.115,5.125,4.768,4.209,3.666,3.175,2.803,2.493,2.224,1.973,1.782,1.653,1.532,1.433,1.358,1.274
OECD Env-Growth,SSP2_v9_130325,THA,GDP|PPP per capita,Annual Average Growth [%],3.96,2.826,3.599,4.572,4.433,4.012,3.572,3.301,3.067,2.847,2.662,2.484,2.323,2.174,2.063,1.943,1.805,1.694,1.589,1.509
OECD Env-Growth,SSP3_v9_130325,THA,GDP|PPP per capita,Annual Average Growth [%],3.96,2.826,3.599,4.394,3.659,2.855,2.137,1.826,1.591,1.426,1.307,1.222,1.18,1.133,1.101,1.025,0.913,0.832,0.792,0.778
OECD Env-Growth,SSP4_v9_130325,THA,GDP|PPP per capita,Annual Average Growth [%],3.96,2.826,3.599,4.546,4.276,3.935,3.43,3.073,2.784,2.574,2.426,2.286,2.128,1.971,1.865,1.788,1.703,1.628,1.57,1.501
OECD Env-Growth,SSP5_v9_130325,THA,GDP|PPP per capita,Annual Average Growth [%],3.96,2.826,3.599,4.858,5.711,5.973,5.607,4.87,4.256,3.734,3.36,3.063,2.806,2.559,2.371,2.251,2.144,2.058,1.997,1.925
IIASA GDP,SSP1_v9_130219,TJK,GDP|PPP per capita,Annual Average Growth [%],,,11.888,14.663,12.999,8.78,5.278,2.95,1.676,1.173,1.106,1.217,1.304,1.42,1.518,1.572,1.591,1.586,1.557,1.523
IIASA GDP,SSP2_v9_130219,TJK,GDP|PPP per capita,Annual Average Growth [%],,,11.79,14.318,12.475,8.297,5.026,2.911,1.799,1.292,1.14,1.159,1.201,1.278,1.353,1.377,1.369,1.354,1.332,1.319
IIASA GDP,SSP3_v9_130219,TJK,GDP|PPP per capita,Annual Average Growth [%],,,11.63,13.888,11.984,7.923,4.774,2.665,1.509,0.978,0.836,0.839,0.869,0.924,0.988,1.036,1.077,1.099,1.109,1.113
IIASA GDP,SSP4_v9_130219,TJK,GDP|PPP per capita,Annual Average Growth [%],,,11.658,13.816,11.721,7.458,4.317,2.327,1.295,0.853,0.759,0.794,1.019,1.167,1.24,1.223,1.208,1.174,1.129,1.084
IIASA GDP,SSP5_v9_130219,TJK,GDP|PPP per capita,Annual Average Growth [%],,,11.996,14.909,13.357,9.128,5.672,3.42,2.248,1.82,1.801,1.91,1.941,2.01,2.096,2.135,2.145,2.13,2.09,2.045
OECD Env-Growth,SSP1_v9_130325,TJK,GDP|PPP per capita,Annual Average Growth [%],9.144,5.254,4.917,4.591,6.382,7.279,7.139,6.443,5.578,4.692,3.922,3.337,2.877,2.499,2.193,2.008,1.85,1.752,1.673,1.574
OECD Env-Growth,SSP2_v9_130325,TJK,GDP|PPP per capita,Annual Average Growth [%],9.144,5.254,4.917,4.285,4.982,5.067,4.737,4.586,4.294,3.905,3.529,3.25,3.049,2.865,2.701,2.558,2.421,2.318,2.22,2.121
OECD Env-Growth,SSP3_v9_130325,TJK,GDP|PPP per capita,Annual Average Growth [%],9.144,5.254,4.916,4.069,4.07,3.675,3.097,3.019,2.774,2.433,2.162,2.025,1.993,1.979,1.936,1.842,1.719,1.635,1.593,1.572
OECD Env-Growth,SSP4_v9_130325,TJK,GDP|PPP per capita,Annual Average Growth [%],9.144,5.254,4.918,3.985,3.673,3.114,2.255,2.139,1.948,1.669,1.465,1.38,1.359,1.356,1.321,1.255,1.194,1.18,1.194,1.221
OECD Env-Growth,SSP5_v9_130325,TJK,GDP|PPP per capita,Annual Average Growth [%],9.144,5.254,4.917,4.864,7.524,8.751,8.375,7.141,5.999,4.999,4.221,3.66,3.201,2.773,2.503,2.51,2.409,2.363,2.337,2.301
IIASA GDP,SSP1_v9_130219,TKM,GDP|PPP per capita,Annual Average Growth [%],,,8.803,7.923,6.079,4.134,2.522,1.556,1.085,0.992,1.086,1.239,1.36,1.458,1.521,1.552,1.56,1.555,1.536,1.514
IIASA GDP,SSP2_v9_130219,TKM,GDP|PPP per capita,Annual Average Growth [%],,,8.855,7.687,5.659,3.748,2.388,1.625,1.247,1.109,1.105,1.154,1.202,1.245,1.276,1.272,1.265,1.256,1.26,1.269
IIASA GDP,SSP3_v9_130219,TKM,GDP|PPP per capita,Annual Average Growth [%],,,8.803,7.475,5.392,3.486,2.184,1.436,1.057,0.911,0.882,0.918,0.958,0.998,1.028,1.049,1.064,1.082,1.1,1.114
IIASA GDP,SSP4_v9_130219,TKM,GDP|PPP per capita,Annual Average Growth [%],,,8.858,7.454,5.192,3.127,1.733,1.045,0.761,0.683,0.682,0.727,0.782,0.863,0.944,1.001,1.033,1.055,1.073,1.091
IIASA GDP,SSP5_v9_130219,TKM,GDP|PPP per capita,Annual Average Growth [%],,,8.849,8.092,6.384,4.534,2.982,2.045,1.69,1.679,1.817,1.965,2.065,2.14,2.179,2.184,2.164,2.132,2.085,2.035
OECD Env-Growth,SSP1_v9_130325,TKM,GDP|PPP per capita,Annual Average Growth [%],15.441,9.281,6.881,7.843,5.93,5.169,4.28,3.288,2.329,1.613,1.216,1.048,0.952,0.747,0.608,0.523,0.474,0.476,0.49,0.471
OECD Env-Growth,SSP2_v9_130325,TKM,GDP|PPP per capita,Annual Average Growth [%],15.441,9.281,6.88,7.779,6.317,5.153,4.166,2.926,2.279,1.74,1.399,1.195,1.05,0.854,0.712,0.58,0.499,0.463,0.46,0.456
OECD Env-Growth,SSP3_v9_130325,TKM,GDP|PPP per capita,Annual Average Growth [%],15.441,9.281,6.881,7.534,5.623,4.252,3.412,2.721,2.126,1.651,1.131,1.07,0.987,0.796,0.6,0.374,0.16,0.028,-0.045,-0.087
OECD Env-Growth,SSP4_v9_130325,TKM,GDP|PPP per capita,Annual Average Growth [%],15.441,9.281,6.881,7.699,6.144,5.068,4.311,3.216,2.577,2.029,1.675,1.441,1.214,0.937,0.738,0.612,0.535,0.522,0.542,0.54
OECD Env-Growth,SSP5_v9_130325,TKM,GDP|PPP per capita,Annual Average Growth [%],15.441,9.281,6.881,7.861,6.84,5.901,4.845,3.828,3.085,2.544,2.064,1.981,1.902,1.694,1.549,1.468,1.409,1.391,1.384,1.343
IIASA GDP,SSP1_v9_130219,TLS,GDP|PPP per capita,Annual Average Growth [%],,,8.379,10.633,9.736,7.76,6.232,5.069,4.23,3.547,2.968,2.496,2.064,1.801,1.636,1.501,1.486,1.584,1.722,1.832
IIASA GDP,SSP2_v9_130219,TLS,GDP|PPP per capita,Annual Average Growth [%],,,8.169,10.073,8.95,6.871,5.529,4.525,3.824,3.227,2.797,2.472,2.164,1.944,1.784,1.65,1.533,1.426,1.325,1.332
IIASA GDP,SSP3_v9_130219,TLS,GDP|PPP per capita,Annual Average Growth [%],,,7.413,9.19,8.062,6.123,4.824,3.624,2.632,1.783,1.343,1.102,1.017,1.03,0.964,0.858,0.787,0.79,0.816,0.854
IIASA GDP,SSP4_v9_130219,TLS,GDP|PPP per capita,Annual Average Growth [%],,,7.363,8.596,7.115,5.07,3.979,3.16,2.645,2.209,2.064,1.92,1.758,1.671,1.563,1.459,1.408,1.405,1.377,1.326
IIASA GDP,SSP5_v9_130219,TLS,GDP|PPP per capita,Annual Average Growth [%],,,8.441,10.822,10.016,8.208,6.867,5.871,5.009,4.282,3.63,3.062,2.507,2.271,2.318,2.466,2.557,2.592,2.609,2.609
OECD Env-Growth,SSP1_v9_130325,TLS,GDP|PPP per capita,Annual Average Growth [%],-3.988,6.573,6.941,6.352,6.7,7.261,7.473,7.275,6.89,6.328,5.765,5.153,4.595,4.101,3.659,3.295,2.975,2.689,2.462,2.237
OECD Env-Growth,SSP2_v9_130325,TLS,GDP|PPP per capita,Annual Average Growth [%],-3.988,6.573,6.937,6.091,5.321,4.806,4.494,4.636,4.679,4.476,4.26,4.008,3.827,3.684,3.502,3.316,3.112,2.935,2.79,2.669
OECD Env-Growth,SSP3_v9_130325,TLS,GDP|PPP per capita,Annual Average Growth [%],-3.988,6.573,6.945,5.838,4.18,3.051,2.313,2.314,2.277,2.026,1.868,1.711,1.665,1.669,1.603,1.475,1.342,1.247,1.183,1.149
OECD Env-Growth,SSP4_v9_130325,TLS,GDP|PPP per capita,Annual Average Growth [%],-3.988,6.573,6.929,5.761,3.768,2.469,1.349,1.167,0.993,0.668,0.446,0.216,0.071,-0.044,-0.241,-0.485,-0.702,-0.881,-1.037,-1.186
OECD Env-Growth,SSP5_v9_130325,TLS,GDP|PPP per capita,Annual Average Growth [%],-3.988,6.573,6.943,6.507,7.624,8.772,9.013,8.353,7.649,6.915,6.279,5.598,4.957,4.391,3.91,3.698,3.431,3.118,2.902,2.661
IIASA GDP,SSP1_v9_130219,TON,GDP|PPP per capita,Annual Average Growth [%],,,1.5,1.801,2.572,2.86,2.838,2.673,2.458,2.206,1.946,1.702,1.437,1.298,1.246,1.216,1.314,1.477,1.654,1.717
IIASA GDP,SSP2_v9_130219,TON,GDP|PPP per capita,Annual Average Growth [%],,,1.385,1.467,1.964,2.118,2.157,2.13,2.048,1.932,1.802,1.661,1.493,1.415,1.386,1.36,1.303,1.231,1.158,1.168
IIASA GDP,SSP3_v9_130219,TON,GDP|PPP per capita,Annual Average Growth [%],,,1.249,1.112,1.886,2.21,2.202,1.874,1.525,1.211,0.998,0.88,0.825,0.835,0.865,0.877,0.872,0.857,0.848,0.847
IIASA GDP,SSP4_v9_130219,TON,GDP|PPP per capita,Annual Average Growth [%],,,1.26,0.544,1.066,1.371,1.685,1.688,1.595,1.443,1.326,1.264,1.206,1.229,1.276,1.284,1.256,1.204,1.149,1.097
IIASA GDP,SSP5_v9_130219,TON,GDP|PPP per capita,Annual Average Growth [%],,,1.607,2.037,2.971,3.326,3.374,3.254,3.016,2.761,2.507,2.252,1.959,1.918,2.037,2.204,2.362,2.451,2.546,2.504
OECD Env-Growth,SSP1_v9_130325,TON,GDP|PPP per capita,Annual Average Growth [%],1.365,-0.347,1.186,1.719,3.413,4.354,4.651,4.586,4.347,4.345,4.121,3.93,3.135,3.068,2.531,2.488,2.169,2.4,1.988,2.171
OECD Env-Growth,SSP2_v9_130325,TON,GDP|PPP per capita,Annual Average Growth [%],1.365,-0.347,1.172,1.597,2.472,3.08,2.802,2.667,3.078,3.158,3.185,3.175,3.129,2.823,2.547,2.805,2.648,2.642,2.585,2.305
OECD Env-Growth,SSP3_v9_130325,TON,GDP|PPP per capita,Annual Average Growth [%],1.365,-0.347,1.101,1.282,1.876,1.723,1.406,1.491,1.714,1.715,1.924,1.795,1.648,1.63,1.652,1.822,1.753,1.838,1.584,1.647
OECD Env-Growth,SSP4_v9_130325,TON,GDP|PPP per capita,Annual Average Growth [%],1.365,-0.347,1.026,1.29,1.626,1.559,1.065,1.033,1.02,1.275,1.294,1.148,1.15,1,1.106,1.243,1.169,1.093,1.157,1.087
OECD Env-Growth,SSP5_v9_130325,TON,GDP|PPP per capita,Annual Average Growth [%],1.365,-0.347,1.11,1.673,4.193,5.499,5.913,5.553,5.166,4.879,4.755,4.472,3.867,3.659,2.495,2.785,3.231,2.21,2.555,2.926
IIASA GDP,SSP1_v9_130219,TTO,GDP|PPP per capita,Annual Average Growth [%],,,3.645,-2.72,-3.742,-1.993,-0.235,0.951,1.506,1.586,1.442,1.309,1.267,1.344,1.456,1.537,1.562,1.51,1.487,1.563
IIASA GDP,SSP2_v9_130219,TTO,GDP|PPP per capita,Annual Average Growth [%],,,3.596,-2.878,-4.417,-2.47,-0.469,0.934,1.5,1.606,1.52,1.446,1.415,1.431,1.465,1.483,1.48,1.465,1.462,1.475
IIASA GDP,SSP3_v9_130219,TTO,GDP|PPP per capita,Annual Average Growth [%],,,6.128,0.717,-0.867,-0.455,0.73,1.563,1.861,1.721,1.498,1.293,1.163,1.098,1.071,1.052,1.038,1.04,1.061,1.086
IIASA GDP,SSP4_v9_130219,TTO,GDP|PPP per capita,Annual Average Growth [%],,,3.537,-3.127,-4.858,-3.556,-1.406,0.226,1.016,1.09,0.944,0.845,0.865,0.956,1.024,1.031,0.995,0.951,0.93,0.953
IIASA GDP,SSP5_v9_130219,TTO,GDP|PPP per capita,Annual Average Growth [%],,,3.69,-2.61,-3.547,-1.734,0.081,1.299,1.856,1.922,1.754,1.74,1.859,2.044,2.182,2.246,2.242,2.16,2.118,2.184
OECD Env-Growth,SSP1_v9_130325,TTO,GDP|PPP per capita,Annual Average Growth [%],7.605,2.926,1.119,2.794,2.8,2.728,2.547,2.165,1.694,1.29,1.205,1.244,1.176,1.015,0.864,0.854,0.941,0.988,1.026,1.024
OECD Env-Growth,SSP2_v9_130325,TTO,GDP|PPP per capita,Annual Average Growth [%],7.605,2.926,1.116,2.68,2.354,2.044,1.839,1.647,1.393,1.186,1.248,1.401,1.424,1.325,1.229,1.21,1.202,1.19,1.195,1.129
OECD Env-Growth,SSP3_v9_130325,TTO,GDP|PPP per capita,Annual Average Growth [%],7.605,2.926,1.12,2.577,1.901,1.383,1.075,0.887,0.624,0.425,0.502,0.676,0.745,0.683,0.589,0.524,0.49,0.476,0.48,0.464
OECD Env-Growth,SSP4_v9_130325,TTO,GDP|PPP per capita,Annual Average Growth [%],7.605,2.926,1.117,2.748,2.578,2.461,2.234,1.867,1.487,1.197,1.221,1.369,1.383,1.253,1.119,1.16,1.149,1.209,1.242,1.21
OECD Env-Growth,SSP5_v9_130325,TTO,GDP|PPP per capita,Annual Average Growth [%],7.605,2.926,1.126,2.875,3.2,3.348,3.193,2.724,2.24,1.816,1.747,1.822,1.771,1.6,1.456,1.47,1.566,1.618,1.662,1.69
